id,id,lat,lon,risk,risk_all_pois,risk_river,risk_elevation,river_dist,river_dist_normalized,RL,inside,has_edu,edu_type,is_road,is_river,urban_prob,elevation,slope
179,1528,38.68540980392157,-9.213165000000002,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
180,1529,38.68540980392157,-9.212121666666668,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,True,0,0,0
181,1530,38.68540980392157,-9.211078333333335,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,True,0,0,0
182,1531,38.68540980392157,-9.210035000000001,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,True,0,0,0
183,1532,38.68540980392157,-9.208991666666668,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,True,0,0,0
184,1533,38.68540980392157,-9.207948333333334,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,True,0,0,0
185,1534,38.68540980392157,-9.206905,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,True,0,0,0
186,1535,38.68540980392157,-9.205861666666667,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,True,0,0,0
187,1536,38.68540980392157,-9.204818333333334,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,True,0,0,0
188,1537,38.68540980392157,-9.203775,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,True,0,0,0
189,1538,38.68540980392157,-9.202731666666669,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,True,0,0,0
190,1539,38.68540980392157,-9.201688333333335,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,True,0,0,0
191,1657,38.68622026143791,-9.235075000000002,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
192,1658,38.68622026143791,-9.234031666666668,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
193,1659,38.68622026143791,-9.232988333333335,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
194,1660,38.68622026143791,-9.231945000000001,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
195,1661,38.68622026143791,-9.230901666666668,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
196,1662,38.68622026143791,-9.229858333333334,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
197,1663,38.68622026143791,-9.228815,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
198,1664,38.68622026143791,-9.227771666666667,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
199,1665,38.68622026143791,-9.226728333333334,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
200,1666,38.68622026143791,-9.225685,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
201,1667,38.68622026143791,-9.224641666666669,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
202,1668,38.68622026143791,-9.223598333333335,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
203,1669,38.68622026143791,-9.222555000000002,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
204,1670,38.68622026143791,-9.221511666666668,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
205,1671,38.68622026143791,-9.220468333333335,2.595304118306806,1,0,2.595304118306806,None,None,3,True,False,0,False,False,0,0,0
