set,min_dissim,mean_dissim,max_jaccard_top,mean_jaccard_top,mean_abs_diff
"('S01', 'S02', 'S05', 'S06')",0.08093310152765598,0.29614423597540973,0.49318181818181817,0.2754576016681606,0.14204541022380116
"('S02', 'S03', 'S06', 'S09')",0.08093310152765598,0.2935885635713995,0.49318181818181817,0.2639822346950474,0.19231316642812044
"('S02', 'S03', 'S06', 'S12')",0.08093310152765598,0.29177481155835416,0.49318181818181817,0.26290920065699314,0.18891664976884537
"('S02', 'S06', 'S08', 'S09')",0.08093310152765598,0.28918165269638163,0.7853260869565217,0.30855398094956,0.22008865062970093
"('S02', 'S05', 'S06', 'S07')",0.08093310152765598,0.2871599295250308,0.49318181818181817,0.2693807454790355,0.13348589953547826
"('S01', 'S02', 'S06', 'S08')",0.08093310152765598,0.27648386973799666,0.49318181818181817,0.284159389483175,0.18638202364703804
"('S01', 'S02', 'S06', 'S09')",0.08093310152765598,0.27329002311603745,0.49318181818181817,0.293152781222243,0.2002955978187901
"('S02', 'S06', 'S07', 'S09')",0.08093310152765598,0.2693726110040019,0.49318181818181817,0.2865886919597771,0.1957580740242707
"('S01', 'S02', 'S06', 'S12')",0.08093310152765598,0.26720867927497194,0.49318181818181817,0.2924017644578479,0.19684447728183027
"('S02', 'S06', 'S07', 'S12')",0.08093310152765598,0.2547620749997508,0.49318181818181817,0.2860536901506238,0.1922978562896698
"('S02', 'S06', 'S07', 'S08')",0.08093310152765598,0.25066231530160665,0.49318181818181817,0.28026848561934015,0.18118543604826964
"('S02', 'S03', 'S06', 'S07')",0.08093310152765598,0.2490332987271362,0.49318181818181817,0.2959926313495213,0.10592857468139179
"('S01', 'S02', 'S03', 'S06')",0.08093310152765598,0.2473515916005452,0.49318181818181817,0.2999800664538934,0.11973082698006049
"('S01', 'S06', 'S07', 'S11')",0.07419174682647922,0.39299384366810175,0.7289473684210527,0.26718704269207877,0.1510767719277287
"('S01', 'S02', 'S07', 'S11')",0.07419174682647922,0.36243857276253777,0.7289473684210527,0.3068896464992103,0.13752319433262292
"('S01', 'S03', 'S07', 'S11')",0.07419174682647922,0.3574047859825863,0.7289473684210527,0.31267960711117404,0.1344301390811967
"('S01', 'S07', 'S08', 'S11')",0.07419174682647922,0.3507940589574756,0.7289473684210527,0.32464626378209455,0.11148096471624973
"('S01', 'S07', 'S11', 'S12')",0.07419174682647922,0.32734537956744714,0.7289473684210527,0.32749958057171197,0.11884049719701938
"('S01', 'S07', 'S09', 'S11')",0.07419174682647922,0.3248548604872098,0.7289473684210527,0.3283676216587014,0.12208525149155218
"('S01', 'S03', 'S07', 'S08')",0.07419174682647922,0.303488339397339,0.7289473684210527,0.3430328931573066,0.15135243962355865
"('S01', 'S04', 'S07', 'S11')",0.07419174682647922,0.3016660083239554,0.7289473684210527,0.3731849061617809,0.08567994697179597
"('S01', 'S05', 'S07', 'S11')",0.07419174682647922,0.29665120326895333,0.7289473684210527,0.3718808778469485,0.08479884747754414
